FoodID,RefuseID,RefuseAmount,RefuseDateOfEntry
631,750,68.0,1997-05-01
631,751,46.0,2000-10-13
631,752,21.0,2000-10-13
631,758,1.0,2000-10-13
632,750,66.0,1997-05-01
632,751,47.0,2000-10-13
632,752,19.0,2000-10-13
633,750,68.0,1997-05-01
633,751,48.0,2000-10-13
633,752,20.0,2000-10-13
634,750,68.0,1997-05-01
634,751,48.0,2000-10-13
634,752,20.0,2000-10-13
635,750,27.0,1997-05-01
635,751,27.0,2000-10-13
636,750,29.0,1997-05-01
636,751,29.0,2000-10-13
638,750,30.0,1997-05-01
638,751,30.0,2000-10-13
639,750,49.0,1997-05-01
639,751,28.0,2000-10-13
639,752,14.0,2000-10-13
639,758,7.0,2000-10-13
640,750,43.0,1997-05-01
640,751,30.0,2000-10-13
640,752,12.0,2000-10-13
640,758,1.0,2000-10-13
641,750,0.0,1997-05-01
642,750,0.0,1997-05-01
643,750,43.0,1997-05-01
643,751,26.0,2000-10-13
643,752,13.0,2000-10-13
643,758,4.0,2000-10-13
644,750,40.0,1997-05-01
644,751,24.0,2000-10-13
644,752,16.0,2000-10-13
645,750,32.0,1997-05-01
645,751,27.0,2023-05-26
645,758,5.0,2000-10-13
646,750,31.0,2001-08-15
646,751,29.0,2000-10-13
646,752,2.0,2000-10-13
647,750,30.0,1997-05-01
647,751,30.0,2000-10-13
648,750,32.0,1997-05-01
648,751,32.0,2000-10-13
649,750,50.0,1997-05-01
649,751,30.0,2000-10-13
649,752,12.0,2000-10-13
649,758,8.0,2000-10-13
650,750,0.0,1997-05-01
651,750,0.0,1997-05-01
652,750,44.0,1997-05-01
652,751,26.0,2000-10-13
652,752,14.0,2000-10-13
652,758,4.0,2000-10-13
653,750,42.0,1997-05-01
653,751,26.0,2000-10-13
653,752,16.0,2000-10-13
654,750,54.0,1997-05-01
654,751,33.0,2000-10-13
654,752,11.0,2000-10-13
654,758,10.0,2000-10-13
655,750,51.0,1997-05-01
655,751,36.0,2000-10-13
655,752,15.0,2000-10-13
656,750,27.0,1997-05-01
656,751,27.0,2000-10-13
657,750,28.0,1997-05-01
657,751,28.0,2000-10-13
658,750,28.0,1997-05-01
658,751,28.0,2000-10-13
659,750,29.0,1997-05-01
659,751,29.0,2000-10-13
660,750,0.0,1997-05-01
661,750,0.0,1997-05-01
662,750,28.0,2001-08-15
662,751,28.0,2000-10-13
663,750,35.0,1997-05-01
663,751,35.0,2000-10-13
664,750,66.0,1997-05-01
664,751,28.0,2000-10-13
664,759,38.0,2000-10-13
665,750,62.0,1997-05-01
665,751,35.0,2000-10-13
665,759,27.0,2000-10-13
666,750,0.0,1997-05-01
667,750,40.0,2001-08-15
667,751,38.0,2000-10-13
667,760,2.0,2000-10-13
668,750,46.0,1997-05-01
668,751,15.0,2000-10-13
668,759,31.0,2000-10-13
669,750,19.0,1997-05-01
669,751,19.0,2000-10-13
670,750,28.0,1997-05-01
670,751,28.0,2000-10-13
671,750,53.0,1997-05-01
671,751,19.0,2000-10-13
671,759,34.0,2000-10-13
672,750,45.0,1997-05-01
672,751,28.0,2000-10-13
672,759,17.0,2000-10-13
673,750,0.0,1997-05-01
674,750,17.0,2001-08-15
674,751,17.0,2000-10-13
675,750,36.0,1997-05-01
675,751,17.0,2000-10-13
675,759,19.0,2000-10-13
676,750,14.0,1997-05-01
676,751,14.0,2000-10-13
677,750,24.0,1997-05-01
677,751,14.0,2000-10-13
677,752,10.0,2000-10-13
678,750,0.0,2001-10-09
679,750,0.0,2001-10-09
680,750,10.0,2001-08-15
680,751,10.0,2000-10-13
681,750,24.0,1997-05-01
681,751,10.0,2000-10-13
681,752,14.0,2000-10-13
682,750,0.0,2001-10-09
683,750,23.0,1997-05-01
683,751,23.0,2000-10-13
684,750,35.0,1997-05-01
684,751,23.0,2000-10-13
684,752,12.0,2000-10-13
685,750,0.0,2001-10-09
688,750,36.0,2015-06-05
688,751,36.0,2015-06-05
689,750,32.0,2015-06-05
689,751,32.0,2015-06-05
690,750,43.0,2015-06-05
690,751,37.0,2015-06-05
690,752,6.0,2015-06-05
691,750,38.0,2015-06-05
691,751,32.0,2015-06-05
691,752,6.0,2015-06-05
692,750,0.0,1997-05-01
693,750,0.0,1997-05-01
694,750,0.0,1997-05-01
695,750,0.0,2003-05-21
696,750,0.0,1997-05-01
697,750,0.0,2003-05-21
698,750,0.0,1997-05-01
699,750,0.0,1997-05-01
700,750,0.0,1997-05-01
701,750,0.0,1997-05-01
702,750,42.0,1997-05-01
702,751,42.0,2000-10-13
703,750,41.0,1997-05-01
703,751,41.0,2000-10-13
704,750,31.8,2010-03-18
704,751,31.8,2010-03-18
705,750,27.36,2010-03-23
705,751,27.36,2010-03-23
706,750,42.76,2010-03-19
706,751,42.76,2010-03-19
707,750,37.79,2010-03-23
707,751,37.79,2010-03-23
708,750,38.08,2010-03-18
708,751,31.8,2010-03-18
708,752,6.28,2010-03-18
709,750,33.86,2010-03-23
709,751,27.36,2010-03-23
709,752,6.5,2010-03-23
710,750,48.64,2010-03-19
710,751,42.76,2010-03-19
710,752,5.88,2010-03-19
711,750,43.23,2010-03-23
711,751,37.79,2010-03-23
711,752,5.43,2010-03-23
712,750,70.87,2010-03-19
712,751,70.87,2010-03-19
713,750,62.01,2010-03-23
713,751,62.01,2010-03-23
714,750,26.71,2010-03-19
714,751,26.71,2010-03-19
715,750,21.85,2010-03-23
715,751,21.85,2010-03-23
716,750,31.85,2010-03-19
716,751,31.85,2010-03-19
717,750,28.67,2010-03-23
717,751,28.67,2010-03-23
718,750,48.26,2010-03-19
718,751,48.26,2010-03-19
719,750,45.67,2010-03-23
719,751,45.67,2010-03-23
722,750,35.0,2010-03-05
722,751,35.0,2010-03-05
723,750,32.0,2010-03-23
723,751,32.0,2010-03-23
724,750,42.0,2010-03-05
724,751,35.0,2010-03-05
724,752,7.0,2010-03-05
725,750,38.0,2010-03-23
725,751,32.0,2010-03-23
725,752,6.0,2010-03-23
728,750,31.0,2010-03-23
728,751,31.0,2010-03-23
729,750,27.0,2010-03-23
729,751,27.0,2010-03-23
730,750,41.0,2010-03-23
730,751,41.0,2010-03-23
731,750,38.0,2010-03-23
731,751,38.0,2010-03-23
732,750,38.0,2010-03-23
732,751,31.0,2010-03-23
732,752,7.0,2010-03-23
733,750,34.0,2010-03-23
733,751,27.0,2010-03-23
733,752,6.0,2010-03-23
734,750,47.0,2010-03-23
734,751,41.0,2010-03-23
734,752,6.0,2010-03-23
735,750,44.0,2010-03-23
735,751,38.0,2010-03-23
735,752,6.0,2010-03-23
740,750,24.0,2010-03-23
740,751,24.0,2010-03-23
741,750,21.0,2010-03-23
741,751,21.0,2010-03-23
742,750,29.0,2010-03-23
742,751,24.0,2010-03-23
742,752,5.0,2010-03-23
743,750,26.0,2010-03-23
743,751,21.0,2010-03-23
743,752,5.0,2010-03-23
744,750,31.0,2010-03-23
744,751,31.0,2010-03-23
745,750,30.0,2010-03-23
745,751,30.0,2010-03-23
746,750,37.0,2010-03-23
746,751,31.0,2010-03-23
746,752,6.0,2010-03-23
747,750,36.0,2010-03-23
747,751,30.0,2010-03-23
747,752,6.0,2010-03-23
748,750,49.0,2010-03-23
748,751,49.0,2010-03-23
749,750,47.0,2010-03-23
749,751,47.0,2010-03-23
750,750,62.0,2010-03-23
750,751,49.0,2010-03-23
750,752,13.0,2010-03-23
751,750,58.0,2010-03-23
751,751,47.0,2010-03-23
751,752,11.0,2010-03-23
754,750,34.0,2010-03-04
754,751,34.0,2010-03-04
755,750,31.0,2010-03-17
755,751,31.0,2010-03-17
756,750,41.0,2010-02-03
756,751,34.0,2010-02-03
756,752,7.0,2010-02-03
757,750,36.0,2010-03-22
757,751,31.0,2010-03-17
757,752,5.0,2010-03-17
760,750,28.0,2010-03-04
760,751,28.0,2010-03-04
761,750,27.0,2010-03-17
761,751,27.0,2010-03-17
762,750,42.0,2010-03-04
762,751,42.0,2010-03-04
763,750,37.0,2010-03-15
763,751,37.0,2010-03-15
764,750,35.0,2010-02-03
764,751,28.0,2010-02-03
764,752,7.0,2010-02-03
765,750,33.0,2010-03-17
765,751,27.0,2010-03-17
765,752,6.0,2010-03-17
766,750,49.0,2010-02-03
766,751,42.0,2010-02-03
766,752,7.0,2010-02-03
767,750,42.0,2010-03-17
767,751,37.0,2010-03-17
767,752,5.0,2010-03-17
770,750,23.0,2010-03-04
770,751,23.0,2010-03-04
771,750,22.0,2010-03-17
771,751,22.0,2010-03-17
772,750,31.0,2010-03-04
772,751,31.0,2010-03-04
773,750,27.0,2010-03-17
773,751,27.0,2010-03-17
774,750,44.0,2010-03-04
774,751,44.0,2010-03-04
775,750,45.0,2010-03-17
775,751,45.0,2010-03-17
778,750,39.0,2010-03-23
778,751,39.0,2010-03-23
779,750,32.0,2010-03-23
779,751,32.0,2010-03-23
780,750,44.0,2010-03-23
780,751,39.0,2010-03-23
780,752,5.0,2010-03-23
781,750,38.0,2010-03-23
781,751,32.0,2010-03-23
781,752,6.0,2010-03-23
784,750,34.0,2010-03-23
784,751,34.0,2010-03-23
785,750,28.0,2010-03-23
785,751,28.0,2010-03-23
786,750,44.0,2010-03-23
786,751,44.0,2010-03-23
787,750,38.0,2010-03-23
787,751,38.0,2010-03-23
788,750,40.0,2010-03-23
788,752,6.0,2010-03-23
788,751,34.0,2010-03-23
789,750,35.0,2010-03-23
789,752,7.0,2010-03-23
789,751,28.0,2010-03-23
790,750,49.0,2010-03-23
790,751,44.0,2010-03-23
790,752,5.0,2010-03-23
791,750,44.0,2010-03-23
791,751,38.0,2010-03-23
791,752,6.0,2010-03-23
794,750,29.0,2010-03-23
794,751,29.0,2010-03-23
795,750,22.0,2010-03-23
795,751,22.0,2010-03-23
796,750,33.0,2010-03-23
796,751,33.0,2010-03-23
797,750,29.0,2010-03-23
797,751,29.0,2010-03-23
798,750,51.0,2010-03-23
798,751,51.0,2010-03-23
799,750,46.0,2010-03-23
799,751,46.0,2010-03-23
800,750,0.0,1997-05-01
802,750,0.0,1997-05-01
804,750,0.0,1997-05-01
810,750,0.0,1997-05-01
811,750,0.0,1997-05-01
812,750,0.0,1997-05-01
813,750,0.0,1997-05-01
815,750,0.0,1997-05-01
816,750,0.0,2001-10-09
817,750,39.0,1997-05-01
817,751,39.0,2003-12-15
818,750,37.0,2003-12-15
818,751,37.0,2003-12-15
819,750,57.0,1997-05-01
819,751,39.0,2003-12-15
819,752,13.0,2003-12-15
819,758,5.0,2003-12-15
820,750,46.0,2003-12-15
820,751,37.0,2003-12-15
820,752,9.0,2003-12-15
821,750,48.0,1997-05-01
821,751,32.0,2003-12-15
821,752,16.0,2003-12-15
822,750,0.0,1997-05-01
823,750,0.0,1997-05-01
824,750,0.0,1997-05-01
831,750,0.0,1997-05-01
832,750,44.0,2014-09-25
832,786,44.0,2014-09-25
833,750,47.0,2014-09-25
833,786,47.0,2014-09-25
834,750,48.0,2014-09-25
834,786,48.0,2014-09-25
835,750,71.0,2014-09-26
835,752,10.0,2014-09-26
835,758,17.0,2014-09-26
835,786,44.0,2014-09-26
836,750,60.0,2014-09-26
836,752,13.0,2014-09-26
836,786,47.0,2014-09-26
837,750,64.0,2014-09-26
837,752,16.0,2014-09-26
837,786,48.0,2014-09-26
838,750,20.0,2014-09-22
838,786,20.0,2014-09-22
839,750,19.0,2014-09-22
839,786,19.0,2014-09-22
840,750,18.0,2014-09-24
840,786,18.0,2014-09-24
841,750,0.0,2014-09-22
842,750,28.0,2014-09-22
842,752,9.0,2014-09-22
842,786,19.0,2014-09-22
843,750,30.0,2014-09-22
843,752,12.0,2014-09-22
843,786,18.0,2014-09-22
844,750,66.0,2014-09-22
844,1450,33.0,2014-09-22
844,502433,33.0,2014-09-22
845,750,61.0,2014-09-23
845,502433,33.0,2014-09-23
845,1450,28.0,2014-09-23
846,750,36.0,2014-09-23
846,786,36.0,2014-09-23
847,750,42.0,2014-09-23
847,759,9.0,2014-09-23
847,786,33.0,2014-09-23
848,750,40.0,2014-09-23
848,759,7.0,2014-09-23
848,502433,33.0,2014-09-23
849,750,48.0,2015-06-05
849,752,12.0,2015-06-05
849,786,36.0,2015-06-05
850,750,30.0,2014-09-24
850,502433,15.0,2014-09-24
850,1450,15.0,2014-09-24
851,750,33.0,2014-09-24
851,502433,17.0,2014-09-24
851,1450,16.0,2014-09-24
852,750,24.0,2014-09-24
852,786,24.0,2014-09-24
853,750,40.0,2014-09-24
853,752,25.0,2014-09-24
853,1450,15.0,2014-09-24
854,750,48.0,2014-09-24
854,759,15.0,2014-09-24
854,502433,17.0,2014-09-24
855,750,39.0,2014-09-24
855,752,15.0,2014-09-24
855,786,24.0,2014-09-24
886,750,0.0,1997-05-01
887,750,0.0,1997-05-01
918,750,0.0,2001-10-22
919,750,0.0,2002-10-28
923,750,0.0,1997-05-01
924,750,0.0,1997-05-01
926,750,0.0,1997-05-01
927,750,0.0,1997-05-01
928,750,0.0,1997-05-01
929,750,0.0,1997-05-01
930,750,0.0,1997-05-01
931,750,0.0,1997-05-01
932,750,0.0,1997-05-01
933,750,0.0,1997-05-01
934,750,0.0,1997-05-01
935,750,0.0,1997-05-01
936,750,0.0,1997-05-01
937,750,0.0,1997-05-01
938,750,0.0,1997-05-01
939,750,0.0,1997-05-01
940,750,0.0,1997-05-01
944,750,0.0,1997-05-01
945,750,0.0,1997-05-01
946,750,0.0,1997-05-01
947,750,0.0,1997-05-01
948,750,0.0,1997-05-01
949,750,0.0,1997-05-01
950,750,0.0,1997-05-01
951,750,0.0,1997-05-01
953,750,0.0,1997-05-01
954,750,0.0,1997-05-01
957,750,0.0,1997-05-01
958,750,0.0,1997-05-01
961,750,0.0,1997-05-01
963,750,0.0,1997-05-01
964,750,0.0,1997-05-01
965,750,0.0,1997-05-01
966,750,0.0,1997-05-01
967,750,0.0,1997-05-01
968,750,0.0,1997-05-01
969,750,0.0,1997-05-01
970,750,0.0,1997-05-01
971,750,0.0,1997-05-01
972,750,0.0,1997-05-01
973,750,0.0,1997-05-01
974,750,0.0,1997-05-01
975,750,0.0,1997-05-01
976,750,0.0,1997-05-01
980,750,0.0,1997-05-01
981,750,0.0,1997-05-01
982,750,0.0,1997-05-01
983,750,0.0,1997-05-01
984,750,0.0,1997-05-01
985,750,0.0,1997-05-01
986,750,0.0,1997-05-01
987,750,0.0,1997-05-01
988,750,0.0,1997-05-01
994,750,0.0,1997-05-01
997,750,0.0,1997-05-01
999,750,0.0,1997-05-01
1000,750,0.0,1997-05-01
1001,750,0.0,1997-05-01
1002,750,0.0,1997-05-01
1003,750,0.0,1997-05-01
1004,750,0.0,1997-05-01
1005,750,0.0,1997-05-01
1006,750,0.0,1997-05-01
1007,750,0.0,1997-05-01
1008,750,0.0,1997-05-01
1009,750,0.0,1997-05-01
1010,750,0.0,1997-05-01
1011,750,0.0,1997-05-01
1012,750,0.0,1997-05-01
1017,750,0.0,1997-05-01
1025,750,0.0,1997-05-01
1026,750,0.0,1997-05-01
1027,750,0.0,1997-05-01
1028,750,0.0,1997-05-01
1029,750,0.0,1997-05-01
1030,750,0.0,1997-05-01
1046,750,0.0,1997-05-01
1047,750,0.0,1997-05-01
1049,750,0.0,1997-05-01
1050,750,0.0,1997-05-01
1051,750,0.0,1997-05-01
