FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName
2620,2620,12,0,"Seeds, sunflower seed kernels, dry roasted, salt added","Graines, tournesol, graines, rôties à sec, sel ajouté",2012-06-19,,12537.0,
2621,2621,12,3,"Seeds, sunflower seed kernels, oil roasted, salt added","Graines, tournesol, graines, rôties dans l'huile, sel ajouté",2026-01-28,,12538.0,
2622,2622,12,0,"Seeds, sunflower seed kernels, toasted, salt added","Graines, tournesol, graines, grillées, sel ajouté",2012-06-19,,12539.0,
2623,2623,12,0,"Seeds, sunflower seed butter, salt added","Graines, beurre de tournesol, sel ajouté",2013-02-12,,12540.0,
2624,2624,12,0,"Nuts, almonds, dry roasted, unblanched, salt added","Noix, amandes, rôties à sec, non blanchies, sel ajouté",2012-06-19,,12563.0,
2625,2625,12,0,"Nuts, almonds, oil roasted, unblanched, salt added","Noix, amandes, rôties dans l'huile, non blanchies, sel ajouté",2012-06-19,,12565.0,
2626,2626,12,11,"Nuts, almonds, oil roasted, blanched, salt added","Noix, amandes, rôties dans l'huile, blanchies, sel ajouté",2012-06-19,,,
2627,2627,12,0,"Nuts, cashew nuts, dry roasted, salt added","Noix, noix de cajou (acajous, anacardes), rôties à sec, sel ajouté",2026-01-28,,12585.0,
2628,2628,12,0,"Nuts, cashew nuts, oil roasted, salt added","Noix, noix de cajou (acajous, anacardes), rôties dans l'huile, sel ajouté",2026-01-28,,12586.0,
2629,2629,12,0,"Nuts, cashew butter, plain, salt added","Noix, beurre de noix de cajou (acajous, anacardes), nature, sel ajouté",2026-01-28,,12588.0,
2632,2632,12,11,"Nuts, macadamia (bushnuts, queensland), oil roasted, salt added","Noix, macadamia (queensland), rôties dans l'huile, sel ajouté",2012-06-27,,,
2633,2633,12,0,"Nuts, mixed nuts, oil roasted without peanuts, salt added","Noix, noix mélangées, rôties dans l'huile sans arachides, sel ajouté",2012-06-19,,12638.0,
2635,2635,12,0,"Nuts, pecans, dry roasted, salt added","Noix, pacanes, rôties à sec, sel ajouté",2012-06-19,,12643.0,
2636,2636,12,0,"Nuts, pecans, oil roasted, salt added","Noix, pacanes, rôties dans l'huile, sel ajouté",2012-06-19,,12644.0,
2637,2637,12,0,"Nuts, pistachio nuts, dry roasted, salt added","Noix, pistaches, rôties à sec, sel ajouté",2026-01-28,,12652.0,
2638,2638,12,3,"Seeds, pumpkin and squash seeds, whole, roasted, salt added","Graines, citrouille et courge, graines, entières, rôties, sel ajouté",2012-06-19,,12663.0,
2639,2639,12,0,"Nuts, almond butter, plain, salt added","Noix, beurre d'amandes, nature, sel ajouté",2012-06-19,,12695.0,
2640,2640,12,11,"Nuts, almond butter, honey and cinnamon, salt added","Noix, beurre d'amandes, miel et cannelle, sel ajouté",2012-07-04,,,
2641,2641,12,11,"Nuts, almond meal, partially defatted, salt added","Noix, semoule d'amandes, partiellement dégraissées, sel ajouté",2012-06-19,,,
2642,2642,12,3,"Seeds, sunflower seed kernels, oil roasted","Graines, tournesol, graines, rôties dans l'huile",2012-06-27,,12038.0,
2643,2643,12,3,"Coconut milk (liquid from grated meat and water), raw","Noix de coco, lait (liquide de la noix râpée et eau), cru",2026-01-28,,12117.0,
2644,2644,12,3,"Nuts, pistachio nuts, raw","Noix, pistaches, crues",2012-06-19,,12151.0,Pistacia vera
2645,2645,12,3,"Seeds, pumpkin and squash seeds, whole, roasted","Graines, citrouille et courge, graines, entières, rôties",2012-06-19,,12163.0,Cucurbita spp.
2650,2650,13,0,"Beef, brain, raw","Boeuf, cervelle, crue",2026-01-28,,13318.0,
2651,2651,13,0,"Beef, brain, pan-fried","Boeuf, cervelle, sauté",2026-01-28,,13319.0,
2652,2652,13,0,"Beef, brain, simmered","Boeuf, cervelle, mijoté",2026-01-28,,13320.0,
2653,2653,13,0,"Beef, heart, raw","Boeuf, coeur, cru",2026-01-28,,13321.0,
2654,2654,13,0,"Beef, heart, simmered","Boeuf, coeur, mijoté",2026-01-28,,13322.0,
2655,2655,13,0,"Beef, kidney, simmered","Boeuf, rognon, mijoté",2026-02-11,,13324.0,
2656,2656,13,0,"Beef, liver, braised","Boeuf, foie, braisé",2026-01-28,,13326.0,
2657,2657,13,0,"Beef, liver, pan-fried","Boeuf, foie, sauté",2026-01-28,,13327.0,
2658,2658,13,0,"Beef, lungs, raw","Boeuf, poumon, cru",2026-01-28,,13328.0,
2659,2659,13,0,"Beef, lungs, braised","Boeuf, poumons, braisé",2026-01-28,,13329.0,
2660,2660,13,0,"Beef, mechanically deboned, raw","Boeuf, désossé mécaniquement, cru",2012-06-15,,13330.0,
2661,2661,13,0,"Beef, pancreas, raw","Boeuf, pancréas, cru",2026-01-28,,13331.0,
2662,2662,13,0,"Beef, pancreas, braised","Boeuf, pancréas, braisé",2026-01-28,,13332.0,
2663,2663,13,0,"Beef, spleen, raw","Boeuf, rate, cru",2026-01-28,,13333.0,
2664,2664,13,0,"Beef, spleen, braised","Boeuf, rate, braisé",2026-01-28,,13334.0,
2665,2665,4,0,"Beef, suet, raw","Boeuf, graisse de rognons (suif), cru",2019-11-26,,13335.0,
2666,2666,13,0,"Beef, thymus, raw","Boeuf, thymus, cru",2026-01-28,,13337.0,
2667,2667,13,0,"Beef, thymus, braised","Boeuf, thymus, braisé",2026-01-28,,13338.0,
2668,2668,13,0,"Beef, tongue, raw","Boeuf, langue, cru",2026-01-28,,13339.0,
2669,2669,13,0,"Beef, tongue, simmered","Boeuf, langue, mijoté",2026-01-28,,13340.0,
2670,2670,13,0,"Beef, tripe, raw","Boeuf, tripe, cru",2026-01-28,,13341.0,
2676,2676,13,0,"Beef, brisket, lean, 0mm (0) trim, raw","Boeuf, pointe de poitrine, maigre, 0mm (0) paré, cru",2026-01-28,,13023.0,
2683,2683,13,1,"Beef, ground, lean, raw","Boeuf, haché, maigre, cru",2026-01-28,,13295.0,
2685,2685,13,1,"Beef, ground, lean, loaf, baked","Boeuf, haché, maigre, cuit au four, degré de cuisson: bien cuit",2026-01-28,,23571.0,
2687,2687,13,0,"Beef, ground, lean, broiled","Boeuf, haché, maigre, grillé",2026-01-28,,23568.0,
2689,2689,13,23,"Beef, ground, lean, patty, pan-fried","Boeuf, haché, maigre, galette, sauté",2026-01-28,,23569.0,
2690,2690,13,1,"Beef, ground, medium, raw","Boeuf, haché, mi-maigre, cru",2026-01-28,,23572.0,
2692,2692,13,1,"Beef, ground, medium, baked","Boeuf, haché, mi-maigre, cuit au four",2026-01-28,,23576.0,
2694,2694,13,0,"Beef, ground, medium, broiled","Boeuf, haché, mi-maigre, grillé",2026-01-28,,23573.0,
2696,2696,13,23,"Beef, ground, medium, patty, pan-fried","Boeuf, haché, mi-maigre, galette, sauté",2026-02-11,,23574.0,
2698,2698,13,1,"Beef, ground, regular, baked","Boeuf, haché, régulier, cuit au four",2026-01-28,,23581.0,
2700,2700,13,24,"Beef, ground, regular, broiled","Boeuf, haché, régulier, grillé",2026-01-28,,23578.0,
2702,2702,13,1,"Beef, ground, regular, patty, pan-fried","Boeuf, haché, régulier, galette, sauté",2026-01-28,,23579.0,
2704,2704,13,1,"Beef, ground, patty, frozen, broiled","Boeuf, haché, galette, congelé, grillé",2026-01-28,,13317.0,
2705,2705,13,0,"Beef, cured, breakfast strips, raw or unheated","Boeuf, salé, tranches à déjeuner, cru ou non réchauffé",2026-01-28,,13344.0,
2706,2706,13,0,"Beef, cured, breakfast strips, cooked","Boeuf, salé, tranches à déjeuner, cuit",2026-01-28,,13345.0,
2707,2707,13,0,"Beef, cured, dried beef","Boeuf, salé, boeuf déshydraté",2012-06-15,,13350.0,
2708,2708,7,1,"Deli meat, beef, cured, jellied","Charcuterie, boeuf, salé, en gelée",2026-01-28,,13353.0,
2712,2712,13,0,"Beef, brisket, lean and fat, 0mm (0) trim, braised","Boeuf, pointe de poitrine, maigre et gras, 0mm (0) paré, braisé",2026-01-28,,13367.0,
2713,2713,13,0,"Beef, brisket, lean, 0mm (0) trim, braised","Boeuf, pointe de poitrine, maigre, 0mm (0) paré, braisé",2026-01-28,,13368.0,
2786,2786,13,1,"Beef, ground, regular, raw","Boeuf, haché, régulier, cru",2026-01-28,,23572.0,
2787,2787,13,0,"Beef, kidneys, raw","Boeuf, rognon de, cru",2026-01-28,,13323.0,
2788,2788,13,0,"Beef, liver, raw","Boeuf, foie de, cru",2026-01-28,,13325.0,
2789,2789,13,23,"Beef, cured, corned beef, brisket, raw","Boeuf, salé, corned beef, pointe de poitrine, cru",2026-01-28,,13346.0,
2790,2790,13,23,"Beef, cured, corned beef, brisket, cooked","Boeuf, salé, corned beef, pointe de poitrine, cuit",2026-01-28,,13347.0,
2791,2791,13,23,"Beef, cured, corned beef, canned","Boeuf, salé, corned beef, conserve",2012-06-15,,13348.0,
2792,2792,7,23,"Deli-meat, pastrami, beef, sliced","Charcuterie, pastrami, boeuf, tranché",2026-01-28,,13355.0,
2797,2797,13,20,"Beef, tongue, whole, canned or pickled","Boeuf, langue, entière, conserve ou mariné",2026-01-28,,,
2835,2835,14,0,"Alcohol, beer, light (4% alcohol by volume)","Boisson alcoolisée, bière, légère (4% alcool par volume)",2026-01-28,,14006.0,
2837,2837,14,0,"Alcohol, cocktail, daiquiri (rum), homemade","Boisson alcoolisée, cocktail, daiquiri (rhum), fait maison",2026-01-28,,14010.0,
2838,2838,14,0,"Alcohol, cocktail, pina colada (rum), homemade","Boisson alcoolisée, cocktail, pina colada (rhum), fait maison",2026-01-28,,14017.0,
2841,2841,14,0,"Alcohol, cocktail, whisky sour mix, powder","Boisson alcoolisée, cocktail, whisky sour, mélange, poudre",2026-01-28,,14024.0,
2842,2842,14,0,"Alcohol, cocktail, whisky sour mix, bottled","Boisson alcoolisée, cocktail, whisky sour, mélange, bouteille",2026-01-28,,14028.0,
2843,2843,14,0,"Alcohol, liqueur, crème de menthe (36% alcohol by volume)","Boisson alcoolisée, liqueur, crème de menthe (36% alcool par volume)",2026-01-28,,14034.0,
2844,2844,14,0,"Alcohol, whisky (40% alcohol by volume)","Boisson alcoolisée, whisky (40% alcool par volume)",2026-01-28,,14037.0,
2845,2845,14,0,"Alcohol, rum (40% alcohol by volume)","Boisson alcoolisée, rhum (40% alcool par volume)",2026-01-28,,14050.0,
2846,2846,14,0,"Alcohol, vodka (40% alcohol by volume)","Boisson alcoolisée, vodka (40% alcool par volume)",2026-01-28,,14051.0,
2847,2847,14,0,"Alcohol, whisky (43% alcohol by volume)","Boisson alcoolisée, whisky (43% alcool par volume)",2026-01-28,,14052.0,
2848,2848,14,0,"Alcohol, dessert wine, sweet (18.8% alcohol by volume)","Boisson alcoolisée, vin de dessert, sucré (18,8% alcool par volume)",2026-01-28,,14057.0,
2849,2849,14,0,"Alcohol, table wine, all (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, tous (11,5% alcool par volume)",2026-01-28,,14084.0,
2850,2850,14,0,"Alcohol, table wine, red (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, rouge (11,5% alcool par volume)",2026-01-28,,14096.0,
2852,2852,14,0,"Alcohol, table wine, white (11.5% alcohol by volume)","Boisson alcoolisée, vin de table, blanc (11,5% alcool par volume)",2026-01-28,,14106.0,
2853,2853,14,0,"Carbonated drinks, club soda","Boissons gazeuses, soda nature (club soda)",2026-01-28,,14121.0,
2854,2854,14,0,"Carbonated drinks, cream soda","Boissons gazeuses, soda mousse",2026-01-28,,14130.0,
2855,2855,14,0,"Carbonated drinks, ginger ale","Boissons gazeuses, soda au gingembre",2026-01-28,,14136.0,
2856,2856,14,0,"Carbonated drinks, grape soda","Boissons gazeuses, soda au raisin",2026-01-28,,14142.0,
2857,2857,14,0,"Carbonated drinks, lemon-lime soda","Boissons gazeuses, soda au citron et à la lime",2026-01-28,,14145.0,
2858,2858,14,1,"Carbonated drinks, orange soda","Boissons gazeuses, soda à l'orange",2026-01-28,,14150.0,
2859,2859,14,0,"Carbonated drinks, pepper type","Boissons gazeuses, type pepper",2026-01-28,,14153.0,
2860,2860,14,0,"Carbonated drinks, tonic water (quinine)","Boissons gazeuses, soda tonique (quinine)",2026-01-28,,14155.0,
2861,2861,14,0,"Carbonated drinks, root beer","Boissons gazeuses, soda racinette",2026-01-28,,14157.0,
2862,2862,14,0,"Beverage mix, carob flavour, powder","Boisson, mélange à saveur, caroube, poudre",2013-05-16,,14168.0,
2863,2863,14,0,"Beverage mix, carob flavour, powder, with whole milk","Boisson, mélange à saveur, caroube, poudre, avec lait entier ajouté",2026-01-28,,14169.0,
2864,2864,14,0,"Beverage mix, chocolate flavour, powder","Boisson, mélange à saveur, chocolat, poudre",2026-01-28,,14080.0,
2865,2865,14,0,"Beverage mix, chocolate flavour, powder, with whole milk","Boisson, mélange à saveur, chocolat, poudre, avec lait entier",2026-02-11,,14177.0,
2866,2866,19,0,"Chocolate syrup, thin type","Chocolat, sirop, consistance claire",2012-07-03,,14181.0,
2867,2867,1,0,"Chocolate syrup, thin type, whole milk added","Chocolat, sirop, consistance claire, lait entier ajouté",2026-01-28,,14182.0,
2868,2868,14,0,"Juice, tomato clam cocktail, canned","Jus, cocktail de tomate et de palourdes, conserve",2026-01-28,,14187.0,
2869,2869,14,0,"Hot chocolate, mix, powder","Chocolat chaud, mélange sec",2026-01-28,,14192.0,
2871,2871,14,0,"Hot chocolate, mix, powder, prepared with water","Chocolat chaud, mélange sec, préparé avec eau",2026-01-28,,14194.0,
2873,2873,14,0,"Coffee, brewed, prepared with tap water","Café infusé, préparé avec l'eau du robinet",2026-01-28,,14209.0,
2874,2874,14,0,"Coffee, instant, regular, powder","Café instantané, régulier, poudre",2012-07-02,,14214.0,
2875,2875,14,0,"Coffee, instant, regular, powder, water added","Café instantané, ordinaire, poudre, eau ajoutée",2017-10-10,,14215.0,
2876,2876,14,0,"Coffee, instant, decaffeinated, powder","Café instantané, décaféiné, poudre",2012-07-02,,14218.0,
2877,2877,14,0,"Coffee, instant, decaffeinated, powder, water added","Café instantané, décaféiné, poudre, eau ajoutée",2012-06-29,,14219.0,
2878,2878,14,0,"Coffee, instant with chicory, powder","Café instantané avec chicorée, poudre",2012-07-02,,14222.0,
2879,2879,14,0,"Coffee, instant with chicory, powder, water added","Café instantané avec chicorée, poudre, eau ajoutée",2012-06-29,,14223.0,
2880,2880,14,0,"Coffee, instant, with sugar, mocha flavour, powder","Café instantané, avec sucre, saveur moka, poudre",2026-01-28,,14224.0,
2881,2881,14,11,"Coffee, instant, with sugar, cappuccino flavour, powder","Café instantané, avec sucre, saveur cappucino, poudre",2026-01-28,,14228.0,
2882,2882,14,11,"Coffee, instant, with sugar, French flavour, powder","Café instantané, avec sucre, saveur Française, poudre",2026-01-28,,14229.0,
2883,2883,14,0,"Coffee substitute, cereal grain beverage, powder","Café, succédané, boisson de céréales, poudre",2026-01-28,,14236.0,
2884,2884,14,0,"Coffee substitute, cereal grain beverage, powder, water added","Café, succédané, boisson de céréales, poudre, eau ajoutée",2026-01-28,,14237.0,
2885,2885,14,0,"Juice drink, cranberry and apricot, bottled","Boisson au jus, canneberges et abricots, bouteille",2012-07-03,,14240.0,
2888,2888,14,0,"Juice drink, citrus fruit, frozen concentrate","Boisson au jus, agrumes, concentré congelé",2026-01-28,,14262.0,
2889,2889,14,0,"Juice drink, citrus fruit, frozen concentrate, water added","Boisson au jus, agrumes, concentré congelé, eau ajoutée",2026-01-28,,14263.0,
2892,2892,14,0,"Lemonade, white, frozen concentrate","Limonade, blanche, concentré congelé",2012-07-03,,14292.0,
2893,2893,14,0,"Lemonade, white, frozen concentrate, water added","Limonade, blanche, concentré congelé, eau ajoutée",2012-06-29,,14293.0,
2894,2894,14,0,"Limeade, frozen concentrate","Lime, boisson (limeade), concentré congelé",2026-01-28,,14302.0,
2895,2895,14,0,"Limeade, frozen concentrate, water added","Lime, boisson (limeade), concentré congelé, eau ajoutée",2026-01-28,,14303.0,
2896,2896,14,0,"Malted milk, natural flavour, fortified powder","Lait malté, saveur naturelle, enrichi, poudre",2026-01-28,,,
2898,2898,14,0,"Malted milk, natural flavour, powder","Lait malté, saveur naturelle, poudre",2026-01-28,,14311.0,
2899,2899,14,0,"Malted milk, natural flavour, powder, with whole milk","Lait malté, saveur naturelle, poudre, avec lait entier",2026-01-28,,14312.0,
2900,2900,14,0,"Malted milk, chocolate flavour, fortified powder","Lait malté, saveur chocolat, enrichi, poudre",2026-01-28,,,
2902,2902,14,0,"Malted milk, chocolate flavour, powder","Lait malté, saveur chocolat, poudre",2026-01-28,,14317.0,
2903,2903,14,0,"Malted milk, chocolate flavour, powder, with whole  milk","Lait malté, saveur de chocolat, poudre, avec lait entier",2026-01-28,,14318.0,
2904,2904,14,1,"Juice drink, orange and apricot, canned","Boisson au jus, orange et abricots, conserve",2026-01-28,,14327.0,
2905,2905,14,11,"Milkshake (fast food), chocolate","Lait frappé (restauration-minute), chocolat",2026-01-28,,14346.0,
2906,2906,14,0,"Milkshake (fast food), vanilla","Lait frappé (restauration-minute), vanille",2026-01-28,,14347.0,
2907,2907,14,0,"Strawberry flavour mix, powder","Fraises, mélange à saveur, poudre",2026-01-28,,14350.0,
2908,2908,14,0,"Strawberry flavour mix, powder, with whole milk","Fraises, mélange à saveur, poudre, avec lait entier",2026-01-28,,14351.0,
2909,2909,14,0,"Tea, brewed",Thé infusé,2026-01-28,,14355.0,
2910,2910,14,0,"Tea, instant, unsweetened, powder","Thé instantané, non sucré, poudre",2026-01-28,,14366.0,
2911,2911,14,0,"Tea, instant, unsweetened, powder, water added","Thé instantané, non sucré, poudre, eau ajoutée",2026-01-28,,14367.0,
2912,2912,14,0,"Tea, instant, unsweetened, lemon flavour, powder","Thé instantané, non sucré, saveur de citron, poudre",2026-01-28,,14368.0,
2914,2914,14,0,"Tea, instant, sweetened, lemon flavour, powder","Thé instantané, sucré, saveur de citron, poudre",2026-01-28,,14370.0,
2915,2915,14,0,"Tea, instant, sweetened, lemon flavour, powder, water added","Thé instantané, sucré, saveur de citron, poudre, eau ajoutée",2026-01-28,,14371.0,
2916,2916,14,0,"Tea, brewed, herb",Tisane infusée,2026-01-28,,14381.0,
2918,2918,14,0,"Water, mineral, carbonated, bottled","Eau minérale, gazéifiée, bouteille",2026-01-28,,14075.0,
2919,2919,14,0,"Water, mineral, POLAND SPRINGS, bottled","Eau de source, POLAND SPRINGS, bouteille",2012-07-03,,14385.0,
2920,2920,14,0,"Carbonated drinks, cola, fast-food cola","Boissons gazeuses, cola, restaurant-minute",2026-01-28,,14400.0,
2921,2921,14,0,"Juice drink, fruit punch, frozen concentrate","Boisson au jus, punch aux fruits, concentré congelé",2026-01-28,,14405.0,
2922,2922,14,0,"Juice drink, fruit punch, frozen concentrate, water added","Boisson au jus, punch aux fruits, concentré congelé, eau ajoutée",2026-01-28,,14406.0,
2924,2924,14,0,"Alcohol, liqueur, coffee (26.5% alcohol by volume)","Boisson alcoolisée, liqueur, café (26,5% alcool par volume)",2026-01-28,,14414.0,
2925,2925,14,0,"Alcohol, liqueur, coffee and cream (17% alcohol by volume)","Boisson alcoolisée, liqueur, café et crème (17% alcool par volume)",2026-01-28,,14415.0,
